"","artist","title","sales_price","sold_dummy","low_estimate","high_estimate","signiture","height","width","surface","created","medium","auction_lot","auction_date","auction_location"
"4474","Gu Dexin","B06",33660,1,18590,30980,"Signed and Dated",78.5,158,12403,"1983","Oil / Canvas","250","07/11/2020","1"
"4475","Nguyen Gia Tri","Ladies in the Garden",68860,1,49570,74350,"Signed Lower Right",95,154.5,14677.5,NA,"Lacquer / Panel","254","07/11/2020","1"
"4476","Vu Cao Dam","A la pagode (At the Pagoda)",53550,1,12390,22300,"Signed and Dated",60,50,3000,"1964","Oil / Canvas","255","07/11/2020","1"
"4477","Le Pho","Composition",153010,1,19830,32220,"Signed",97,130,12610,"c. 1975","Oil / Canvas","257","07/11/2020","1"
"4478","Xiaodong Liu","Prostitutes No. 9",NA,0,198260,297390,"Signed and Dated",152,137,20824,"2001","Oil / Canvas","258","07/11/2020","1"
"4479","Xiaodong Liu","Xiao Lin and Ann",76510,1,74350,111520,"Signed and Dated",76.5,96.5,7382.25,"1995","Oil / Canvas","259","07/11/2020","1"
"4480","Enli Zhang","The Nylon Rope",64260,1,37170,61960,"Signed and Dated",100,100,10000,"2014","Oil / Canvas","260","07/11/2020","1"
"4481","Chunya Zhou","Cyan Stone No.93.4",397220,1,173480,297390,"Signed and Dated",80,100,8000,"1993","Oil / Canvas","261","07/11/2020","1"
"4482","Theo Meier","Jettli & Lotus Flowers",53550,1,43370,55760,"Signed",120,100,12000,"c. 1976","Oil / Canvas","262","07/11/2020","1"
"4483","Shrihadi Soedarsono","Penari Legong",NA,0,61960,74350,"Signed and Dated",130,97,12610,"1990","Oil / Canvas","263","07/11/2020","1"
"4484","Shrihadi Soedarsono","Wayang Golek (Wayang Puppet)",42840,1,43370,55760,"Signed and Dated",135,100,13500,"1989","Oil / Canvas","264","07/11/2020","1"
"4485","Kusama Affandi","Cockfight",76510,1,61960,86740,"Signed and Dated",82.5,118.5,9776.25,"1966","Oil / Canvas","265","07/11/2020","1"
"4486","Arie Smit","Padi Fields in Tjampuan Ubud",76510,1,61960,86740,"Signed and Dated",78.5,59,4631.5,"1960","Oil / Canvas","266","07/11/2020","1"
"4487","Arie Smit","By the Beach",33660,1,7430,9910,"Signed and Dated",36.5,48.5,1770.25,"1986","Oil / Board","267","07/11/2020","1"
"4488","Hendra Gunawan","Mencari Kutu (Picking Lice)",229520,1,198260,322180,"Signed Lower Right",94,131,12314,NA,"Oil / Canvas","268","07/11/2020","1"
"4489","Soo Pieng Cheong","Exploit in Black",168310,1,47090,59480,"Signed and Dated",81,102,8262,"1963","Oil / Canvas","269","07/11/2020","1"
"4490","Soo Pieng Cheong","Red Abstract",99460,1,32220,44610,"Signed and Dated",71,102,7242,"1963","Oil / Canvas","270","07/11/2020","1"
"4491","Sam Lewis Francis","Untitled",229520,1,86740,111520,"Stamped",92.71,182.88,16954.8048,"1974","Acrylic and gouache / Paper","271","07/11/2020","1"
"4492","Teh-Chun Chu","L'Impr¨¦vu (The Unexpected)",573490,1,223040,322180,"Signed and Dated",73,90,6570,"1993","Oil / Canvas","272","07/11/2020","1"
"4493","De-Jinn Shiy","Sentimental Violet",183610,1,74350,111520,"Signed and Dated",71.5,51.5,3682.25,"1962","Oil / Canvas","273","07/11/2020","1"
"4494","De-Jinn Shiy","Untitled",130060,1,68150,92940,"Signed and Dated",59.5,71.3,4242.35,"1961","Oil / Canvas","274","07/11/2020","1"
"4495","Kwang Young Chun","ONT-002",122410,1,99130,148700,"Signed and Dated",152,182,27664,"1987","Oil / Canvas","275","07/11/2020","1"
"4496","Moon Sup Shim","The Presentation",30600,1,43370,68150,"Signed and Dated",130,161.7,21021,"2017","Acrylic / Canvas","276","07/11/2020","1"
"4497","Wei Zhang","AC8",18360,1,37170,49570,NA,56,130,7280,"1984","Oil / Canvas","278","07/11/2020","1"
"4498","Tomoya Tsukamoto","Reflection Blue-Deer",114760,1,43370,68150,"Signed and Dated",162,130,21060,"2019","Acrylic / Canvas on board","279","07/11/2020","1"
"4499","Tsang Tsou Choi & Lau Kin Wai","Untitled (A08); & LKW_15-09",6430,1,8670,12390,NA,NA,NA,NA,"c. 2005-2006","Acrylic and ink on wood panel & c-print","281","07/11/2020","1"
"4500","Lee Kit","Pour Yourself a Hot Bath, Pour Yourself a Drink",NA,0,12390,18590,NA,78,124.5,9711,"2012","acrylic on fabric pillowcase","282","07/11/2020","1"
"4501","Leif Ritchey","Lady Bug",7650,1,7430,12390,"Signed and Dated",224,188,42112,"2014","Acrylic / Canvas","284","07/11/2020","1"
"4502","Yang Zhao","Fly to South",26010,1,9910,14870,"Signed and Dated",200,150,30000,"2015","Oil and acrylic / Canvas","285","07/11/2020","1"
"4503","Kong Lingnan","The Spring III 1105.11.15",13770,1,9910,14870,"Signed and Dated",130,195,25350,"2011","Oil / Canvas","286","07/11/2020","1"
"4504","Toby Ziegler","'60s Emissions",18360,1,30980,43370,"Signed and Dated",180,216.5,38970,"2013","Oil / Aluminum","289","07/11/2020","1"
"4505","Soo Pieng Cheong","Kenyali Orchestra, Sarawak",39780,1,49570,74350,"Signed and Dated",102,64,6528,"1961","Oil / Canvas","291","07/11/2020","1"
"4506","Tay Bak Koi","Buffaloes",33660,1,14870,27260,"Signed and Dated",113.5,165.5,18784.25,"1990","Oil / Canvas","296","07/11/2020","1"
"4507","Pang Jiun","Gulangyu",290720,1,49570,99130,"Signed and Dated",95.8,128.5,12310.3,"2018","Oil / Canvas","297","07/11/2020","1"
"4508","Pang Jiun","Spring Comes to Huizhou Old Town",691000,1,61960,99130,"Signed and Dated",175,175,30625,"2011","Oil / Canvas","298","07/11/2020","1"
"4509","Pang Jiun","Xizhi¡¯s Favour Goose",130060,1,14870,27260,"Signed and Dated",72.5,60.6,4393.5,"2006","Oil / Canvas","299","07/11/2020","1"
"4510","Manfong Lee","Rojak Seller",48960,1,29740,43370,"Signed Lower Right",122,61,7442,NA,"Oil / Masonite","306","07/11/2020","1"
"4511","Kusama Affandi","Wild Boar",58140,1,61960,86740,"Signed and Dated",95.6,146.3,13986.28,"1960","Oil / Canvas","307","07/11/2020","1"
"4512","Kho Kiem Bing","Poera Kasiman Bali",NA,0,6200,8670,"Signed and Dated",80,55,4400,"1948","Oil / Canvas","308","07/11/2020","1"
"4513","Kusama Affandi","The Dragon Boat",NA,0,99130,123910,"Signed and Dated",93.5,125.8,11762.3,"1972","Oil / Canvas","310","07/11/2020","1"
"4514","Yoshitomo Nara","UNTITLED",181170,1,77280,103040,"Signed and Dated",31.8,40.9,1300.62,"1995","Acrylic / Canvas","1","03/25/2016","1"
"4515","Yayoi Kusama","YELLOW RIVER",NA,0,103040,154560,"Signed and Titled",45.5,38,1729,"1988","Acrylic / Canvas","2","03/25/2016","1"
"4516","Victor Balanon","NAMELESS HUNDRED XXXV",6120,1,5150,7730,NA,91,122,11102,"2013","Ink and acrylic / Canvas","4","03/25/2016","1"
"4517","Walasse Ting","UNTITLED",64260,1,32200,57960,"Artist's Seal",180.2,97.5,17569.5,NA,"Acrylic on paper / Canvas","5","03/25/2016","1"
"4518","Walasse Ting","STILL LIFE",16830,1,7730,15460,"Artist's Seal",37.8,74.5,2816.1,"c. early 1990s","Acrylic / Paper","7","03/25/2016","1"
"4519","Walasse Ting","RUTH AND ROSE",64260,1,43790,61820,"Signed and Titled",70,100,7000,NA,"Acrylic / Canvas","8","03/25/2016","1"
"4520","Teh-Chun Chu","COMPOSITION NO. 288",NA,0,283360,412160,"Signed and Dated",62,65,4030,"1968","Oil / Canvas","23","03/25/2016","1"
"4521","Adolph Gottlieb","SUMMER #2",291330,1,193200,322000,"Signed",61,50.8,3098.8,"1964","Oil / Linen","24","03/25/2016","1"
"4522","Tetsuya Ishida","UNTITLED",298680,1,231840,322000,"Signed and Dated",45.5,53,2411.5,"2004","Acrylic and oil / Canvas","25","03/25/2016","1"
"4523","Yu Youhan","ABSTRACT 1994-12",210540,1,128800,206080,"Signed and Dated",86.2,76.2,6568.44,"1994","Oil / Canvas","26","03/25/2016","1"
"4524","Takashi Murakami","TIGHTROPE WALKER",239920,1,193200,257600,"Signed on Reverse",70,100,7000,"2002","Acrylic / Canvas","27","03/25/2016","1"
"4525","Fanzhi Zeng","SPRING; & SUMMER (2)",283990,1,193200,257600,"Signed and Dated",NA,NA,NA,"2004","Oil / Canvas","28","03/25/2016","1"
"4526","Fanzhi Zeng","AUTUMN; & WINTER (2)",283990,1,180320,244720,"Signed and Dated",NA,NA,NA,"2004","Oil / Canvas","29","03/25/2016","1"
"4527","Georges Mathieu","MAGNES",129750,1,122360,180320,"Signed and Dated",89,146,12994,"1967","Oil / Canvas","30","03/25/2016","1"
"4528","Yayoi Kusama","WATERMELON",386810,1,334880,450800,"Signed and Titled",72.7,91,6615.7,"1981","Cloth and acrylic / Canvas","31","03/25/2016","1"
"4529","Wei Liu","FREQUENCY NO.3",64260,1,57960,83720,"Signed",79.5,79.5,6320.25,"2011","Oil / Canvas","32","03/25/2016","1"
"4530","Chin Hsiao","L'ORIZZONTE DI SAMANTHA",NA,0,10300,15460,"Signed and Dated",48.7,84,4090.8,"1969","Acrylic / Canvas","34","03/25/2016","1"
"4531","Shozo Shimamoto","UNTITLED",NA,0,10300,12880,"Signed",60,20,1200,"2009","Acrylic and broken glasses / Canvas","35","03/25/2016","1"
"4532","Yu Yasuda","UNTITLED",4284,1,2318,2833,"Inscribed",60.6,72.7,4405.62,"2015","Oil / Canvas","36","03/25/2016","1"
"4533","Shozo Shimamoto","UNTITLED",NA,0,5150,7730,"Signed",20,20,400,"2009","Acrylic and broken glasses / Canvas","38","03/25/2016","1"
"4534","Donna Ong","GIFT #19",8420,1,7730,10300,NA,30,30.5,915,"2014","Chinese antique reproduction jewelry box, paper cutouts, acrylic, lightbox","40","03/25/2016","1"
"4535","David Chan","NEW AGE METROSEXUAL BEAR",26010,1,18030,23180,"Signed and Titled",160,120,19200,"2009","Oil / Linen","41","03/25/2016","1"
"4536","Ruben Pang","HYPERVILIGANCE",7650,1,6440,9020,"Signed and Dated",75,60,4500,"2014","Acrylic and retouching varnish on aluminum composite panel","43","03/25/2016","1"
"4537","Jiutong Liu","CRYSTAL STREAMS FLOWING DOWN THE MOUNTAIN",NA,0,23180,30910,"Signed and Dated",120,100,12000,"2009","Oil / Canvas","44","03/25/2016","1"
"4538","Kei Hiraga","THE ELEGANT LIFE OF MR H",33660,1,12880,25760,"Signed and Dated",73.1,59.5,4349.45,"1971","Acrylic / Canvas","49","03/25/2016","1"
"4539","Barnaby Furnas","JOHN BROWN (THE WOOD SHED)",NA,0,10300,15460,"Signed and Titled",66,45.7,3016.2,"2011","Acrylic and colored pencil / Linen","53","03/25/2016","1"
"4540","KAWS","UNTITLED",39780,1,28340,36060,"Signed and Dated",41,41,1681,"2000","Acrylic / Canvas","58","03/25/2016","1"
"4541","Toshiyuki Enoki","FIGURE OF COMFORTABLE MONKEY",7650,1,4508,7080,"Artist's Seal",53,33.3,1764.9,"2014","Acrylic and silver leaf and ink / Canvas","65","03/25/2016","1"
"4542","Gary Baseman","HIDE AND SEEK (2)",6120,1,6440,10300,"Signed Lower Right",NA,NA,NA,"2007","Oil / Wood","72","03/25/2016","1"
"4543","Aya Takano","ROLLING CANDY BAR",2448,1,3864,6440,"Signed and Dated",23,16,368,"2004","Acrylic / Canvas","73","03/25/2016","1"
"4544","Aya Takano","DREAM",3060,1,7730,10300,NA,50,64.8,3240,"2001","Acrylic / Canvas","74","03/25/2016","1"
"4545","Rei Sato","UNTITLED",NA,0,7730,10300,"Inscribed",130,161.8,21034,"2002","Acrylic / Canvas","75","03/25/2016","1"
"4546","Gersende De Foucaud","SKYNIGHT HONG KONG 21TH CENTURY",7650,1,2576,3864,"Signed and Dated",93,75,6975,"2015","Pastel on velvet cardboard","78","03/25/2016","1"
"4547","Xiaofei Qiu","SERENE INDIGO",39780,1,32200,45080,"Signed and Titled",119.4,97.8,11677.32,"2009","Oil / Canvas","81","03/25/2016","1"
"4548","Ki-Soo Kwon","PLAYING FLOWERS IN THE SILVER FOREST",21420,1,10300,18030,"Signed",130,130,16900,NA,"Acrylic / Canvas","82","03/25/2016","1"
"4549","Jeff Koons","DOM P?RIGNON BALLOON VENUS",45900,1,25760,38640,NA,58,33,1914,"2013","lacquered polyurethane resin, Dom P¨¦rignon Ros¨¦ Vintage 2003, maintenance kit, original custom flight case","83","03/25/2016","1"
"4550","Guangyi Wang","GREAT CRITICISM SERIES: DISNEY",NA,0,19320,25760,"Signed and Dated",60,70,4200,"2005","Oil / Canvas","84","03/25/2016","1"
"4551","Mitsuru Watanabe","SECRET OF THE FOREST",30600,1,25760,38640,"Signed and Titled",130.5,162.2,21167.1,"2011","Oil / Canvas","85","03/25/2016","1"
"4552","Yayoi Kusama","The Sea in the Evening Glow (Facing the Imminent Death)",812800,1,450800,708400,"Signed and Dated",161.9,130.5,21127.95,"1988","Acrylic / Canvas","1","05/28/2016","1"
"4553","Guangle Wang","Terrazzo 2003.3",474950,1,386400,644000,"Signed and Dated",180,150,27000,"2002-2003","Oil / Canvas","3","05/28/2016","1"
"4554","Yoshitomo Nara","Banging the Drum",1106580,1,966000,1416800,NA,260,259.5,67470,"2007","Acrylic / Wood","4","05/28/2016","1"
"4555","Yoshitomo Nara","Magic Hand",739350,1,708400,837200,"Signed and Dated",100.5,100.3,10080.15,"1994","Acrylic / Canvas","5","05/28/2016","1"
"4556","Yayoi Kusama","Cloud Considering (Diptych)",2413910,1,2318400,3348800,"Signed and Dated",162,260,42120,"1991-92","Acrylic / Canvas","6","05/28/2016","1"
"4557","Fernando Zobel de Ayala Montojo","Erenos",283990,1,128800,206080,"Signed and Dated",72,59.5,4284,"1959","Oil / Canvas","7","05/28/2016","1"
"4558","Cesar Legaspi","Ginintuang Mayo (Golden Spring)",269300,1,180320,257600,"Signed and Dated",110,175.5,19305,"1985","Oil / Canvas","8","05/28/2016","1"
"4559","Vicente S Manansala","Mural Study",NA,0,90160,115920,"Signed and Dated",36,530,19080,"1959","Egg Tempera / Paper","9","05/28/2016","1"
"4560","Wenxi Chen","Malay Girls",NA,0,644000,1030400,"Signed Lower Left",120,120,14400,"Painted in the 1960s","Oil / Canvas on board","11","05/28/2016","1"
"4561","Dayu Wu","Untitled-27",NA,0,1288000,1545600,NA,44,33,1452,NA,"Oil / Canvas","12","05/28/2016","1"
"4562","Sadamasa Motonaga","Work",283990,1,193200,322000,"Signed and Dated",45.5,53,2411.5,"1966","Enamel / Canvas","13","05/28/2016","1"
"4563","Atsuko Tanaka","1972A",NA,0,1030400,1545600,"Signed and Dated",164.8,104.2,17172.16,"1972","Vinyl paint / Canvas","14","05/28/2016","1"
"4564","Guanzhong Wu","The Yulong Mountains After Rain",2756650,1,1288000,1932000,"Signed and Dated",91.4,65.2,5959.28,"1996","Oil / Canvas","16","05/28/2016","1"
"4565","Guanzhong Wu","Homes",NA,0,1545600,1932000,"Signed and Dated",62,73,4526,"1985","Oil / Canvas","17","05/28/2016","1"
"4566","Sanghwa Chung","Untitled 82-1",709970,1,450800,708400,"Signed and Dated",130,130,16900,"1982","Acrylic / Canvas","19","05/28/2016","1"
"4567","Hyong Keun Yun","Umber-Blue 7-IIII-75",563080,1,193200,322000,"Signed and Dated",181.6,99.7,18105.52,"1975","Oil / Linen","20","05/28/2016","1"
"4568","Seund Ja Rhee","L'envol du Printemps (Flight of Spring)",445570,1,257600,386400,"Signed and Dated",130,97,12610,"1963","Oil / Canvas","21","05/28/2016","1"
"4569","Wou-Ki Zao","Untitled (Vert ¨¦meraude) (Estimate upon request)",8651880,1,NA,NA,"Signed Lower Right",127,127.5,16192.5,"c. 1950","Oil / Canvas","24","05/28/2016","1"
"4570","Wou-Ki Zao","Vieille Ville (Ancient city)",4264730,1,4508000,5796000,"Signed and Dated",80,106,8480,"1955","Oil / Canvas","25","05/28/2016","1"
"4571","Wou-Ki Zao","14.12.71",NA,0,4508000,6440000,"Signed and Dated",130,195,25350,"1971","Oil / Canvas","26","05/28/2016","1"
"4572","Huaiqing Wang","Gold Stone (Triptych)",NA,0,5152000,7728000,"Signed and Dated",200,480,96000,"1998","Oil / Canvas","27","05/28/2016","1"
"4573","Atsuko Tanaka","90D",NA,0,1545600,2318400,"Signed and Dated",194,258,50052,"1990","Enamel / Canvas","28","05/28/2016","1"
"4574","Kazuo Shiraga","Motto of Prosperity (Onkurodanau Unjaku)",NA,0,1288000,2318400,"Signed and Dated",194,130.3,25278.2,"1994","Oil / Canvas","29","05/28/2016","1"
"4575","Sadamasa Motonaga","GREEN SHAPE",166480,1,103040,154560,"Signed and Dated",194,130,25220,"1994","Acrylic / Canvas","30","05/28/2016","1"
"4576","Shozo Shimamoto","Untitled",NA,0,193200,322000,NA,228.3,200.5,45774.15,"2010","Acrylic and broken glasses / Canvas","31","05/28/2016","1"
"4577","Teh-Chun Chu","No.312",4950220,1,4894400,6182400,"Signed and Dated",198,199,39402,"1969","Oil / Canvas","32","05/28/2016","1"
"4578","Lalan","Les formes sortent du bleu et du vert (Forms come out of the blue and the green) (Diptych)",416190,1,386400,515200,"Signed and Dated",195,130,25350,"1972","Oil / Canvas","33","05/28/2016","1"
"4579","Kusama Affandi","Borobudur",959690,1,901600,1288000,"Signed and Dated",125,150,18750,"1983","Oil / Canvas","34","05/28/2016","1"
"4580","Kusama Affandi","Madurese Boats",NA,0,193200,257600,"Signed and Dated",105,125,13125,"1960","Oil / Canvas","35","05/28/2016","1"
"4581","Hendra Gunawan","Shielding from the Rain",563080,1,257600,386400,"Signed Lower Right",200,130,26000,NA,"Oil / Canvas","36","05/28/2016","1"
"4582","Rudolf Bonnet","Balinese Beauty Holding a Rijstbald",NA,0,257600,386400,"Signed and Dated",87,61,5307,"1955","Oil / Canvas","38","05/28/2016","1"
"4583","Adrien Jean Le Mayeur de Merpres","Dancers in the Garden, Bali",563080,1,515200,772800,"Signed Lower Right",100,120,12000,NA,"Oil / Canvas","39","05/28/2016","1"
"4584","Adrien Jean Le Mayeur de Merpres","Women Carrying Offerings",NA,0,412160,618240,"Signed Lower Right",100,120,12000,NA,"Oil / Canvas","40","05/28/2016","1"
"4585","Romualdo Battista Federico Locatelli","Tigah, the Balinese Goddess",519010,1,515200,772800,"Signed and Dated",200,108,21600,"1940","Oil / Canvas","41","05/28/2016","1"
"4586","Beihong Xu","Panoramic View of Himalayas",NA,0,2318400,3348800,"Signed and Dated",37,93.2,3448.4,"1940","Oil / Canvas","42","05/28/2016","1"
"4587","Wou-Ki Zao","06.10.68",NA,0,1932000,2318400,"Signed and Dated",95,105,9975,"1968","Oil / Canvas","43","05/28/2016","1"
"4588","Wou-Ki Zao","23.05.62-07.01.71",2061370,1,1932000,2576000,"Signed and Dated",114,162,18468,"1962-1971","Oil / Canvas","44","05/28/2016","1"
"4589","Wou-Ki Zao","May-September 1992",2061370,1,2060800,3348800,"Signed and Dated",260,200,52000,"1992","Oil / Canvas","45","05/28/2016","1"
"4590","Teh-Chun Chu","No. 282",NA,0,1159200,1545600,"Signed and Dated",96.5,129.5,12496.75,"1968","Oil / Canvas","46","05/28/2016","1"
"4591","Natee Utarit","Comedy",166480,1,103040,154560,"Signed and Dated",225,195,43875,"2007","Oil / Canvas","50","05/28/2016","1"
"4592","Inyoman Masriadi","Hero vs Hero (Jago Neon)",474950,1,463680,644000,"Signed and Dated",300,200,60000,"2013","Acrylic / Canvas","52","05/28/2016","1"
"4593","Takashi Murakami","Skulls & Flowers Red",959690,1,837200,1094800,"Signed and Dated",199.1,153,30462.3,"2013","Acrylic / Canvas","53","05/28/2016","1"
"4594","Wei Liu","Purple Air (Triptych)",592460,1,515200,644000,"Signed and Dated",299.5,450,134775,"2005","Oil / Canvas","56","05/28/2016","1"
"4595","Ronald Ventura","Pausok (Creating Smoke)",210540,1,180320,257600,"Signed and Dated",122,91.5,11163,"2013","Oil / Canvas","57","05/28/2016","1"
"4596","Inyoman Masriadi","Weight",239920,1,231840,360640,"Signed and Dated",225,125,28125,"2015","Acrylic / Canvas","58","05/28/2016","1"
"4597","Aili Jia","Mickey's Redemption",812800,1,618240,1004640,"Signed and Dated",200,282,56400,"2009","Oil / Canvas","59","05/28/2016","1"
"4598","Dahong Liu","Butterfly and Flower (7 panels)",NA,0,193200,322000,"Signed",40,490,19600,"1993","Oil / Canvas","60","05/28/2016","1"
"4599","Liu Ye","Red No. 2",592460,1,644000,901600,NA,195,195,38025,"2003","Acrylic / Canvas","61","05/28/2016","1"
"4600","Xingwei Wang","Arcadia",636530,1,386400,515200,"Signed and Dated",169,239,40391,"1996","Oil / Canvas","63","05/28/2016","1"
"4601","Fanzhi Zeng","Meat No. 3: Nativity (Estimate upon request)",3716340,1,NA,NA,"Signed and Dated",180,167,30060,"1992","Oil / Canvas","64","05/28/2016","1"
"4602","Wei Liu","Bathing Beauty III",2061370,1,1932000,2833600,"Signed and Dated",200,150,30000,"1994","Oil / Canvas","65","05/28/2016","1"
"4603","Yu Youhan","The Lowly are the Most Intelligent, the Elite are the Most Ignorant",298680,1,193200,322000,"Signed and Dated",150,113.8,17070,"1995","Acrylic / Canvas","66","05/28/2016","1"
"4604","Yu Youhan","Mao & His People: Green",283990,1,154560,193200,"Signed and Dated",176.8,137.2,24256.96,"1995","Acrylic / Canvas","67","05/28/2016","1"
"4605","Jianwei Wang","The Blind",269300,1,231840,334880,NA,160,140,22400,"1990","Oil / Canvas","68","05/28/2016","1"
"4606","Xiaowan Xia","Sea of Life",357430,1,283360,386400,"Signed and Dated",180,200,36000,"1990","Oil / Canvas","70","05/28/2016","1"
"4607","Yonghong Song","Riding in a Bus",91810,1,77280,103040,"Signed and Dated",100,100,10000,"1991","Oil / Canvas","71","05/28/2016","1"
