artist,title,online_dummy,sales_dollar,dummy_sold,low_estimate_dollar,high_estimate_dollar,signed,size_cm,edition,foundry,created,category,Medium,auction_lot,auction_date,auction_location
Sadamasa Motonaga,WORK,0,15320,1,7740,10320,Signed,26.90cm x 24.00cm,,,c. 1962,Works on Paper,Gouache / Paperboard,705,4/4/16,Sotheby's Hong Kong
Kazuo Shiraga,WORK,0,22580,1,10320,12900,Signed and Dated,38.30cm x 53.10cm,,,1982,Works on Paper,Watercolor / Paper on board,706,4/4/16,Sotheby's Hong Kong
Toshimitsu Imai,UNTITLED,0,61280,1,23220,28380,,49.00cm x 64.10cm,,,c. 1959,Paintings,Acrylic / Paper,707,4/4/16,Sotheby's Hong Kong
Ufan Lee,FROM WINDS,0,24190,1,12900,19350,Signed and Dated,37.10cm x 49.30cm,,,1986,Works on Paper,Watercolor / Paper,708,4/4/16,Sotheby's Hong Kong
Ufan Lee,UNTITLED,0,32250,1,12900,19350,Signed and Dated,27.80cm x 75.40cm,,,1979,Works on Paper,Charcoal / Paper,709,4/4/16,Sotheby's Hong Kong
Ufan Lee,UNTITLED,0,27410,1,10320,15480,Signed and Dated,47.00cm x 53.10cm,,,2001,Works on Paper,Watercolor / Paper,710,4/4/16,Sotheby's Hong Kong
Takeo Yamaguchi,UNTITLED,0,725,1,1032,1935,Artist's Seal,52.00cm x 36.00cm,,,1978,Works on Paper,Watercolor / Paper,712,4/4/16,Sotheby's Hong Kong
Takeo Yamaguchi,HERD,0,2418,1,1032,1935,Artist's Seal,36.50cm x 53.00cm,,,1976,Works on Paper,Ink / Paper,713,4/4/16,Sotheby's Hong Kong
Toshimitsu Imai,UNTITLED,0,2418,1,1290,2580,Signed and Dated,49.70cm x 39.80cm,,,1977,Works on Paper,Watercolor / Paper,714,4/4/16,Sotheby's Hong Kong
Insik Quac,UNTITLED,0,12900,1,12900,19350,Signed,50.00cm x 62.50cm,,,c. 1980s,Works on Paper,Ink / Paper,715,4/4/16,Sotheby's Hong Kong
Tschang-Yeul Kim,UNTITLED,0,24190,1,19350,32250,Signed and Dated,49.60cm x 65.70cm,,,1981,Works on Paper,Oil and pencil and collage on newspaper,716,4/4/16,Sotheby's Hong Kong
Seo-Bo Park,ECRITURE NO. 910116,0,241880,1,103200,154800,Signed and Titled,97.00cm x 130.40cm,,,1991,Works on Paper,Hanji paper / Canvas,717,4/4/16,Sotheby's Hong Kong
Seo-Bo Park,ECRITURE NO. 901031,0,273480,1,116100,193500,Signed and Titled,162.00cm x 130.30cm,,,1990,Works on Paper,Hanji paper / Canvas,718,4/4/16,Sotheby's Hong Kong
ChongHyun Ha,CONJUNCTION NO. 79-22,0,96750,1,30960,45150,Signed and Titled,100.20cm x 80.50cm,,,1979,Paintings,Oil on hemp cloth,719,4/4/16,Sotheby's Hong Kong
Hyong Keun Yun,UNTITLED,0,77400,1,25800,38700,Signed and Dated,53.50cm x 72.90cm,,,1972,Paintings,Oil on hemp cloth,720,4/4/16,Sotheby's Hong Kong
Hyong Keun Yun,UNTITLED,0,48380,1,15480,23220,Signed and Dated,72.80cm x 99.80cm,,,1990,Paintings,Oil / Linen,721,4/4/16,Sotheby's Hong Kong
UngNo Lee,UNTITLED,0,25800,1,11610,19350,Signed and Dated,134.50cm x 34.00cm,,,1983,Works on Paper,Ink / Paper on board,722,4/4/16,Sotheby's Hong Kong
Sanghwa Chung,UNTITLED 91-1-A,0,77400,1,36120,49020,Signed and Titled,46.10cm x 33.20cm,,,1991,Paintings,Acrylic / Canvas,723,4/4/16,Sotheby's Hong Kong
ChongHyun Ha,CONJUNCTION 2000-1-4,0,,0,90300,154800,Signed and Titled,180.00cm x 120.00cm,,,2000,Paintings,Oil on hemp cloth,724,4/4/16,Sotheby's Hong Kong
Xiaogang Zhang,WAITING SPIRITS,0,140290,1,90300,116100,Signed and Titled,44.50cm x 39.60cm,,,1989,Paintings,Oil / Paper,725,4/4/16,Sotheby's Hong Kong
Xiaogang Zhang,GREEN WALL: STUDY ROOM NO. 1,0,241880,1,193500,258000,Signed and Dated,150.00cm x 200.00cm,,,2009,Paintings,"stainless steel plate, silk screen print, oil paint and silver marker",726,4/4/16,Sotheby's Hong Kong
Xuhui Mao,"DAILY EPIC, DEAD NATURE, HARMONY IN RED",0,177380,1,103200,154800,Signed and Dated,179.00cm x 130.00cm,,,1994,Paintings,Oil / Canvas,727,4/4/16,Sotheby's Hong Kong
Ling Song,MEANINGLESS CHOICE? NO. 3 (SET OF SIX),0,,0,77400,103200,Signed on Reverse,,,,1986,Works on Paper,Ink / Paper,728,4/4/16,Sotheby's Hong Kong
Qun Shu,IDENTICAL VOICE SERIES - A POST-VANGUARDISM?,0,,0,154800,193500,,196.40cm x 160.00cm,,,1993-1995,Paintings,Oil / Canvas,730,4/4/16,Sotheby's Hong Kong
Gu Dexin,B35,0,11290,1,6450,10320,Signed and Titled,47.00cm x 67.00cm,,,1981,Paintings,Oil / Canvas,731,4/4/16,Sotheby's Hong Kong
Gu Dexin,B17,0,14510,1,6450,10320,Signed and Titled,89.50cm x 54.00cm,,,1979,Paintings,Oil / Canvas,732,4/4/16,Sotheby's Hong Kong
Gu Dexin,B22,0,32250,1,12900,19350,Signed and Titled,101.00cm x 62.70cm,,,1981,Paintings,Oil / Canvas,733,4/4/16,Sotheby's Hong Kong
Gu Dexin,B39,0,16130,1,6450,10320,Signed and Titled,60.30cm x 43.90cm,,,1983,Paintings,Oil / Canvas,734,4/4/16,Sotheby's Hong Kong
Gu Dexin,A05,0,14510,1,12900,19350,Signed and Dated,115.00cm x 41.10cm,,,1983,Paintings,Oil / Canvas,735,4/4/16,Sotheby's Hong Kong
Gu Dexin,B02,0,45150,1,12900,19350,Signed and Titled,112.50cm x 81.60cm,,,1983,Paintings,Oil / Canvas,736,4/4/16,Sotheby's Hong Kong
Gu Dexin,B40,0,17740,1,12900,19350,Signed and Titled,72.40cm x 69.10cm,,,1984,Paintings,Oil / Canvas,737,4/4/16,Sotheby's Hong Kong
Minjun Yue,99 IDOL SERIES NO. 99,0,24190,1,19350,32250,Signed and Titled,25.30cm x 20.10cm,,,1996-99,Paintings,Oil / Canvas,738,4/4/16,Sotheby's Hong Kong
Fanzhi Zeng,WATERMELON,0,104810,1,58050,83850,Signed,60.00cm x 60.00cm,,,2006,Paintings,Oil / Canvas,739,4/4/16,Sotheby's Hong Kong
Fanzhi Zeng,COUNTRYSIDE NO.3,0,241880,1,154800,232200,Signed and Dated,70.00cm x 200.00cm,,,2004,Paintings,Oil / Canvas,740,4/4/16,Sotheby's Hong Kong
Guangyi Wang,GREAT CRITICISM - HINE.XO,0,,0,109650,154800,,146.50cm x 117.80cm,,,1994,Paintings,Oil / Canvas,741,4/4/16,Sotheby's Hong Kong
Yonghong Song,MOAT AROUND THE FORBIDDEN CITY,0,72560,1,38700,64500,Signed and Dated,114.00cm x 149.50cm,,,1994,Paintings,Oil / Canvas,742,4/4/16,Sotheby's Hong Kong
Yonghong Song,POOL SIDE,0,137060,1,45150,70950,Signed and Dated,149.50cm x 149.50cm,,,1994,Paintings,Oil / Canvas,743,4/4/16,Sotheby's Hong Kong
Linhai Zhang,PARADISE NO. 10,0,16130,1,12900,19350,Signed,114.80cm x 150.40cm,,,,Paintings,Oil / Canvas,744,4/4/16,Sotheby's Hong Kong
Linhai Zhang,PARADISE NO. 2,0,,0,32250,45150,Signed and Dated,115.00cm x 150.50cm,,,2003,Paintings,Oil / Canvas,745,4/4/16,Sotheby's Hong Kong
Minjun Yue,HAPPINESS,0,567600,1,516000,774000,Signed and Dated,180.00cm x 240.00cm,,,1993,Paintings,Oil / Canvas,746,4/4/16,Sotheby's Hong Kong
Chunya Zhou,FLOWERS,0,51600,1,51600,77400,Signed and Dated,78.00cm x 65.00cm,,,1999,Paintings,Oil / Canvas,747,4/4/16,Sotheby's Hong Kong
Xiaodong Liu,TRANSSEXUAL II,0,,0,154800,232200,Signed and Dated,152.00cm x 136.70cm,,,2001,Paintings,Oil / Canvas,748,4/4/16,Sotheby's Hong Kong
JeongHwa Choi,ALCHEMY (TWO WORKS),0,29030,1,23220,36120,,,,,2014,Paintings,Plastic and LED and steel structure,749,4/4/16,Sotheby's Hong Kong
Joonho Jeon,THE NIGHT PRAYER,0,,0,15480,23220,Signed and Dated,114.00cm x 19.60cm x 19.40cm,10-Oct,,2011,Sculptures,Bronze with chrome paint,750,4/4/16,Sotheby's Hong Kong
U-Ram Choi,ARBOR DEUS PENNATUS,0,112880,1,45150,70950,,79.00cm x 112.00cm x 46.00cm,8-Jun,,2011,Sculptures,"metallic material, machinery, electronic devices (CPU board, motor)",751,4/4/16,Sotheby's Hong Kong
Bul Lee,STERNBAU NO. 4,0,132230,1,103200,154800,,130.00cm x 70.00cm x 70.00cm,,,2007,Sculptures,"crystal, glass and acrylic beads on nickel-chrome wire, stainless steel and aluminum armature",752,4/4/16,Sotheby's Hong Kong
Yunkyung Jeong,VOLUME II,0,12090,1,9030,11610,Signed and Titled,190.10cm x 150.10cm,,,2012,Works on Paper,Acrylic and pencil / Canvas,753,4/4/16,Sotheby's Hong Kong
Hyosuk Kim,CITY OF DREAM (DIPTYCH),0,72560,1,25800,38700,,227.10cm x 375.20cm,,,2011-2014,Paintings,Acrylic / Canvas,754,4/4/16,Sotheby's Hong Kong
Jung-Yeon Min,PENDANT QUE JE,0,9680,1,7740,10320,,149.60cm x 149.40cm,,,2007,Paintings,Oil / Canvas,755,4/4/16,Sotheby's Hong Kong
Hisaya Taira,ESCALATOR NO. 30 - AIRPORT,0,11290,1,9030,11610,Signed and Titled,120.00cm x 135.30cm,,,2011,Paintings,Acrylic / Canvas,756,4/4/16,Sotheby's Hong Kong
Asae Soya,WATERDROP,0,12090,1,3870,5160,Signed and Titled,73.00cm x 91.10cm,,,2006,Paintings,Oil / Canvas on board,757,4/4/16,Sotheby's Hong Kong
Tomoko Shioyasu,SPROUT,0,25800,1,12900,19350,,70.00cm x 106.80cm,,,2010,Mixed Media,soldered holes in synthetic paper / Plastic,758,4/4/16,Sotheby's Hong Kong
Izumi Kato,UNTITLED,0,,0,38700,51600,Signed and Dated,162.50cm x 130.50cm,,,2012,Paintings,Oil / Canvas,759,4/4/16,Sotheby's Hong Kong
Ikki Miyake,YOGA-PRANA,0,72560,1,51600,77400,Signed and Titled,198.00cm x 95.50cm x 73.00cm,8-Jan,,2010,Sculptures,Bronze,760,4/4/16,Sotheby's Hong Kong
Ozawa Sakae,VEGA (DIPTYCH),0,,0,12900,23220,Signed and Titled,,,,2008,Paintings,Oil / Cotton,761,4/4/16,Sotheby's Hong Kong
Mayuka Yamamoto,POOL,0,11290,1,3870,6450,Signed and Titled,161.90cm x 162.20cm,,,2006,Paintings,Oil / Canvas,762,4/4/16,Sotheby's Hong Kong
Jin Guo,CHILD'S PORTRAIT NO 2 & NO. 5 (TWO WORKS),0,11290,1,12900,19350,Signed and Dated,,,,2002,Paintings,Oil / Canvas,763,4/4/16,Sotheby's Hong Kong
Tadao Ando,DRAWING OF CHICHU MUSEUM,0,41930,1,12900,19350,Signed and Dated,21.50cm x 94.10cm,,,2015,Works on Paper,Ink / Paper,764,4/4/16,Sotheby's Hong Kong
Tadao Ando,(I) CHURCH OF LIGHT (II) CHURCH OF WATER (SET OF TWO),0,19350,1,7740,10320,Signed,,,,2014,Mixed Media,Pencil on lithograph,765,4/4/16,Sotheby's Hong Kong
Enli Zhang,RED CONTAINER,0,,0,103200,154800,Signed and Dated,127.00cm x 114.00cm,,,2006,Paintings,Acrylic / Canvas,766,4/4/16,Sotheby's Hong Kong
Wei Liu,FIELD,0,304440,1,322500,451500,,180.30cm x 442.20cm,,,2009,Paintings,Oil / Canvas,767,4/4/16,Sotheby's Hong Kong
Yuan Yuan,DOOR 1,0,,0,32250,45150,Signed and Titled,159.50cm x 120.00cm,,,2011,Paintings,Oil / Canvas,769,4/4/16,Sotheby's Hong Kong
Yujun Chen,ASIAN CIRCUMSCRIPTION-5.2 SQUARE METERS NO.5 (SET OF TWO),0,29030,1,28380,51600,Signed and Titled,,,,2008,Paintings,Acrylic / Canvas,770,4/4/16,Sotheby's Hong Kong
Yuan Yuan,IRON GATE,0,64500,1,45150,70950,Signed and Dated,169.60cm x 157.40cm,,,2009,Paintings,Oil / Canvas,771,4/4/16,Sotheby's Hong Kong
Kun Song,POISON DRINKER,0,12900,1,10320,12900,Signed and Titled,45.00cm x 65.00cm,,,2011,Paintings,Oil / Canvas,772,4/4/16,Sotheby's Hong Kong
Zhou Yilun,RED WITH A LITTLE BIT OF WHITE,0,,0,7740,12900,Signed and Dated,43.00cm x 63.20cm,,,2011,Paintings,Acrylic / Board,773,4/4/16,Sotheby's Hong Kong
Yuxing Huang,FACTORY,0,32250,1,25800,38700,Signed and Dated,115.00cm x 150.00cm,,,2012,Paintings,Oil and acrylic / Canvas,774,4/4/16,Sotheby's Hong Kong
Kong Lingnan,THE DRIFTING PENINSULA I (TRIPTYCH),0,32250,1,15480,23220,Signed on Reverse,,,,2011,Paintings,Oil / Canvas,777,4/4/16,Sotheby's Hong Kong
Wei Liu,YOU LIKE ME WHY NOT SERIES NO. 25,0,48380,1,51600,77400,Signed and Titled,30.00cm x 40.00cm,,,1996,Paintings,Oil / Canvas,778,4/4/16,Sotheby's Hong Kong
Songsong Li,BIG SHOT'S AFTERNOON,0,96750,1,103200,129000,Signed and Dated,209.80cm x 280.00cm,,,2002,Paintings,Oil and silver foil / Canvas,779,4/4/16,Sotheby's Hong Kong
Yayoi Kusama,PUMPKIN,0,104810,1,36120,49020,Signed and Titled,22.80cm x 15.80cm,,,1993,Paintings,Acrylic / Canvas,780,4/4/16,Sotheby's Hong Kong
Yayoi Kusama,PUMPKIN,0,88690,1,36120,49020,Signed and Titled,16.10cm x 22.70cm,,,1995,Paintings,Acrylic / Canvas,781,4/4/16,Sotheby's Hong Kong
Yayoi Kusama,HAT,0,288960,1,77400,103200,Signed and Dated,53.30cm x 65.30cm,,,1981,Paintings,Acrylic / Canvas,782,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,SLEEPLESS NIGHT,0,319920,1,154800,232200,,55.20cm x 41.00cm,,,1998,Works on Paper,Acrylic and colored pencil / Paper,783,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,WHERE IS?,0,129000,1,90300,116100,Signed and Titled,44.20cm x 44.20cm,,,1995,Paintings,Acrylic / Canvas,784,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,ANOTHER BAD DAY! NOTHING AT ALL,0,45150,1,23220,28380,Signed and Titled,16.10cm x 22.00cm,,,2007,Works on Paper,Colored Pencil on envelope,785,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,UNTITLED,0,77400,1,38700,64500,,33.00cm x 23.60cm,,,2009,Works on Paper,Colored Pencil / Paper,786,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,BIG EYED CAT,0,88690,1,64500,90300,,76.20cm x 55.90cm,,,2003,Paintings,Acrylic and pigment / Paper,787,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,SANZOU,0,35480,1,12900,19350,Signed and Dated,36.00cm x 14.00cm x 18.00cm,,,1988,Sculptures,Bronze,788,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,SLEEPLESS NIGHT SITTING,0,48380,1,12900,15480,,28.00cm x 15.00cm x 17.00cm,243/300,,2007,Mixed Media,Mixed Media,789,4/4/16,Sotheby's Hong Kong
Yoshitomo Nara,HOSPITAL,0,80630,1,64500,77400,Signed and Dated,70.00cm x 100.00cm,,,2002,Paintings,Acrylic / Canvas on board,790,4/4/16,Sotheby's Hong Kong
Takashi Murakami,RAINBOW FLOWER - 11 O'CLOCK,0,80630,1,51600,64500,Signed and Dated,40.10cm x 40.10cm,,,2007,Paintings,Acrylic and platinum leaf / Canvas on board,791,4/4/16,Sotheby's Hong Kong
Yayoi Kusama,PUMPKIN- MEMORIAL SCARF IN SHANGHAI EXPO (TWO WORKS),0,12900,1,2580,3870,,,36/50,,2010,Prints,print on scarf,792,4/4/16,Sotheby's Hong Kong
Atsuko Tanaka,87A,0,112880,1,51600,77400,Signed and Titled,45.40cm x 38.00cm,,,1987,Paintings,Enamel / Canvas,795,4/4/16,Sotheby's Hong Kong
Hisao Domoto,UNTITLED,0,145130,1,58050,83850,Signed and Dated,162.00cm x 112.30cm,,,1960-1963,Paintings,Oil / Canvas,796,4/4/16,Sotheby's Hong Kong
Chiyu Uemae,UNTITLED,0,209630,1,64500,90300,,116.50cm x 76.50cm,,,1962,Paintings,Oil / Canvas,797,4/4/16,Sotheby's Hong Kong
Yasuo Sumi,WORK,0,51600,1,38700,64500,Signed and Titled,164.00cm x 132.00cm,,,1966,Paintings,Oil / Canvas,798,4/4/16,Sotheby's Hong Kong
Tsuyoshi Maekawa,UNTITLED,0,48380,1,38700,51600,Signed and Dated,227.50cm x 181.70cm,,,2013,Paintings,Oil and burlap / Canvas,799,4/4/16,Sotheby's Hong Kong
Tsuyoshi Maekawa,ROPPON NO SHIROI SEN (A17),0,288960,1,103200,154800,Signed and Dated,130.00cm x 162.50cm,,,1963,Paintings,Oil and burlap / Canvas,800,4/4/16,Sotheby's Hong Kong
Shozo Shimamoto,UNTITLED (TRIPTYCH),0,288960,1,193500,322500,Signed and Dated,288.00cm x 192.50cm,,,1999,Mixed Media,Acrylic and broken glasses / Canvas,802,4/4/16,Sotheby's Hong Kong
Shozo Shimamoto,WHIRLPOOL,0,319920,1,154800,232200,Signed and Dated,91.00cm x 116.50cm,,,1967,Paintings,Oil and enamel / Canvas,803,4/4/16,Sotheby's Hong Kong
Shozo Shimamoto,UNTITLED,0,56440,1,45150,70950,Signed,85.50cm x 97.30cm,,,2007,Mixed Media,Acrylic and hardware and broken glass / Canvas on board,804,4/4/16,Sotheby's Hong Kong
Sadamasa Motonaga,UNTITLED,0,56440,1,7740,15480,Signed and Dated,23.80cm x 23.00cm,,,1971,Paintings,Acrylic / Canvas,805,4/4/16,Sotheby's Hong Kong
Toshimitsu Imai,WAVE,0,10480,1,2580,3870,Signed and Titled,91.00cm x 73.00cm,,,1993,Paintings,Acrylic and gold and silver foil collage / Canvas,806,4/4/16,Sotheby's Hong Kong
Yuichi Inoue,KAWA (RIVER),0,51600,1,32250,45150,Stamped,118.00cm x 125.20cm,,,1983,Works on Paper,Ink / Paper on board,807,4/4/16,Sotheby's Hong Kong
Tadashi Sugimata,EYE NO. 21,0,16130,1,5160,7740,Signed and Dated,97.80cm x 145.40cm,,,1960,Paintings,Oil / Canvas,808,4/4/16,Sotheby's Hong Kong
Shiryu Morita,KYOKU (EXTREME),0,17740,1,6450,10320,Signed and Titled,95.20cm x 64.00cm,,,1963,Works on Paper,Ink / Paper on board,809,4/4/16,Sotheby's Hong Kong
Yuko Nasaka,UNTITLED,0,83850,1,51600,64500,Signed and Dated,88.80cm x 88.80cm,,,1967,Paintings,Resin and lacquer spray / Board,810,4/4/16,Sotheby's Hong Kong
Yi Ding,APPEARANCE OF CROSSES 95-6,0,241880,1,154800,232200,Signed and Dated,140.00cm x 160.00cm,,,1995,Mixed Media,Mixed Media / Canvas,811,4/4/16,Sotheby's Hong Kong
Jinshi Zhu,THICK STROKES NO. 5,0,45150,1,12900,19350,Signed and Dated,120.00cm x 100.10cm,,,2008,Paintings,Oil / Board,812,4/4/16,Sotheby's Hong Kong
Fan Shen,2000 (SET OF THREE),0,,0,7740,10320,,,,,2000,Paintings,Oil / Paper,813,4/4/16,Sotheby's Hong Kong
Fan Shen,98-93-P-3-1 & 98-99-P-3-3 (SET OF TWO),0,11290,1,5160,7740,Signed and Titled,,,,1999,Paintings,Acrylic / Paper on board,814,4/4/16,Sotheby's Hong Kong
Sui Jianguo,DYING SLAVE (TWO WORKS),0,137060,1,103200,154800,Inscribed,,6-Mar,,1998,Sculptures,Bronze,815,4/4/16,Sotheby's Hong Kong
Weiwei Ai,GRAPES,0,241880,1,193500,283800,Signed and Dated,80.00cm x 175.00cm x 57.00cm,,,2008,Sculptures,7 stools from the Qing dynasty,816,4/4/16,Sotheby's Hong Kong
Weiwei Ai,MARBLE ARM,0,80630,1,58050,70950,,25.00cm x 67.00cm x 27.00cm,,,2006,Sculptures,Marble,817,4/4/16,Sotheby's Hong Kong
Ming Chip Fung,SHADOW SCRIPT,0,,0,3870,6450,Signed and Titled,137.00cm x 70.00cm,,,1998,Works on Paper,Ink / Paper,818,4/4/16,Sotheby's Hong Kong
Hualing Xu,SWORDGIRL NO.1,0,16130,1,12900,19350,Signed and Dated,99.50cm x 80.00cm,,,2007,Works on Paper,Watercolor / Silk,821,4/4/16,Sotheby's Hong Kong
Bing Xu,NEW ENGLISH CALLIGRAPHY - LITTLE BO PEEP,0,45150,1,25800,51600,Signed and Titled,67.90cm x 67.90cm,,,2002,Works on Paper,Ink / Paper,822,4/4/16,Sotheby's Hong Kong
Pei-Ming Yan,AMERICAN DOLLARS (SIX WORKS),0,109650,1,61920,83850,,,,,2007,Works on Paper,Watercolor and ink and graphite / Paper,823,4/4/16,Sotheby's Hong Kong
Guoqiang Cai,PROJECT FOR EXTRATERRESTRIALS NO.9: FETUS MOVEMENT II (SET OF FOUR),0,,0,32250,58050,Signed and Titled,,15-May,,1992,Unknown,,824,4/4/16,Sotheby's Hong Kong
Hong Yu,LOOKING (SET OF EIGHT),0,67730,1,36120,45150,Signed and Dated,,,,2006,Works on Paper,silk and fabric colour,825,4/4/16,Sotheby's Hong Kong
Jianhua Liu,OBSESSIVE MEMORIES SERIES,0,12090,1,9030,12900,Signed and Dated,18.00cm x 54.00cm x 33.00cm,,,2000,Sculptures,polychrome ceramic,826,4/4/16,Sotheby's Hong Kong
Keping Wang,STANDING,0,22580,1,15480,23220,Inscribed,68.00cm x 33.00cm x 16.00cm,,,2005,Sculptures,Wood,827,4/4/16,Sotheby's Hong Kong
Wenda Gu,METAMORPHOSIS: PSEUDO-CHINESE,0,,0,51600,77400,,199.00cm x 119.50cm,,,,Mixed Media,Mixed Media / Canvas,828,4/4/16,Sotheby's Hong Kong
Shaobin Yang,UNTITLED NO. 20,0,88690,1,38700,51600,Signed and Titled,260.30cm x 181.00cm,,,2000,Paintings,Oil / Canvas,829,4/4/16,Sotheby's Hong Kong
Shaobin Yang,BLUE ROOM NO. 34,0,48380,1,19350,25800,Signed and Titled,195.40cm x 217.00cm,,,2009-2010,Paintings,Oil / Canvas,830,4/4/16,Sotheby's Hong Kong
Liuming Ma,BABY NO. 1,0,7740,1,3870,6450,Signed and Titled,150.40cm x 200.00cm,,,2000,Paintings,Oil / Canvas,831,4/4/16,Sotheby's Hong Kong
Lei Yan,SUPER LIGHT SERIES - CONGO,0,27410,1,9030,12900,Signed and Dated,194.00cm x 271.50cm,,,2005,Paintings,Acrylic / Canvas,832,4/4/16,Sotheby's Hong Kong
Wenbo Chen,VITAMIN Z SERIES NO. 30,0,35480,1,25800,38700,Signed and Dated,215.00cm x 300.00cm,,,2000,Paintings,Oil / Canvas,833,4/4/16,Sotheby's Hong Kong
Tiehai Zhou,EGO PROJECT: PAUL MCCARTHY/MOTHER PIG,0,20960,1,12900,19350,Signed and Dated,230.00cm x 159.50cm,,,2006,Paintings,acrylic airbrush / Canvas,834,4/4/16,Sotheby's Hong Kong
Tiehai Zhou,PLACEBO SERIES: 5-1 AND 5-2 (TWO WORKS),0,51600,1,32250,45150,,,,,1999,Paintings,acrylic airbrush / Canvas,835,4/4/16,Sotheby's Hong Kong
Changjiang Zhou,RED (SET OF EIGHT),0,51600,1,10320,15480,Signed and Dated,,,,1994,Paintings,Oil and ancient coins / Canvas,836,4/4/16,Sotheby's Hong Kong
Walasse Ting,RAINING SUNSHINE,0,258000,1,64500,103200,Signed and Titled,145.00cm x 178.00cm,,,1969,Paintings,Acrylic / Canvas,5001,4/4/16,Sotheby's Hong Kong
Walasse Ting,HUNDRED FLOWERS GARDEN,0,288960,1,90300,129000,Signed and Titled,176.50cm x 228.50cm,,,1967,Paintings,Acrylic / Canvas,5002,4/4/16,Sotheby's Hong Kong
Walasse Ting,JOLIES DAMES,0,64500,1,45150,70950,Stamped,175.00cm x 95.00cm,,,c. 1980s,Paintings,Acrylic / Paper,5003,4/4/16,Sotheby's Hong Kong
Walasse Ting,HORSE AND LADIES,0,,0,19350,32250,Stamped,71.00cm x 99.00cm,,,c. 1980s,Paintings,Acrylic / Paper,5004,4/4/16,Sotheby's Hong Kong
Wou-Ki Zao,SANS TITRE,0,145130,1,64500,90300,Signed and Dated,68.50cm x 66.50cm,,,1986,Works on Paper,Ink / Paper,5005,4/4/16,Sotheby's Hong Kong
Wou-Ki Zao,UNTITLED,0,104810,1,64500,103200,Signed and Dated,106.00cm x 105.00cm,,,1980,Works on Paper,Ink / Paper,5006,4/4/16,Sotheby's Hong Kong
Wou-Ki Zao,POISSONS,0,88690,1,25800,38700,Signed and Dated,13.50cm x 14.50cm,,,1949,Works on Paper,Watercolor and ink / Paper,5007,4/4/16,Sotheby's Hong Kong
Liang Guan,BEIJING OPERA FIGURE,0,,0,51600,90300,Signed and Titled,69.00cm x 69.00cm,,,,Works on Paper,Ink and color / Paper,5008,4/4/16,Sotheby's Hong Kong
Fengmian Lin,LADY IN PURPLE,0,381840,1,193500,258000,Signed,66.00cm x 65.50cm,,,,Works on Paper,Ink and color / Paper,5009,4/4/16,Sotheby's Hong Kong
Yen-Yung Ting,ZHONG KUI GIVING AWAY HIS YOUNG SISTER IN MARRIAGE,0,38700,1,12900,25800,Signed and Dated,83.00cm x 40.00cm,,,,Works on Paper,Ink and color / Paper,5010,4/4/16,Sotheby's Hong Kong
Yen-Yung Ting,PICKING CHRYSANTHEMUMS UNDER THE FENCE OF THE EAST,0,29030,1,12900,25800,Inscribed and Signed,70.00cm x 46.50cm,,,1978,Works on Paper,Ink and color / Paper,5011,4/4/16,Sotheby's Hong Kong
Xuan Ai,TIBETAN GIRL,0,67730,1,38700,51600,Signed and Titled,69.50cm x 68.00cm,,,2010,Works on Paper,Ink and color / Paper,5012,4/4/16,Sotheby's Hong Kong
Ming Ju,TAICHI SERIES: SINGLE WHIP,0,273480,1,129000,193500,Inscribed,58.00cm x 29.50cm x 41.40cm,,,1991,Sculptures,Bronze,5013,4/4/16,Sotheby's Hong Kong
Ming Ju,THE DOOR TO SUCCESS,0,129000,1,103200,154800,Inscribed,48.00cm x 60.00cm x 21.00cm,18/20,,1995,Sculptures,Bronze,5014,4/4/16,Sotheby's Hong Kong
Teh-Chun Chu,MATIÈRE DOMINÉE,0,,0,774000,1032000,Signed and Dated,162.00cm x 130.00cm,,,1992,Paintings,Oil / Canvas,5015,4/4/16,Sotheby's Hong Kong
Teh-Chun Chu,PREMIÈRES LUEURS,0,1171320,1,516000,774000,Signed and Dated,130.00cm x 130.00cm,,,1998,Paintings,Oil / Canvas,5016,4/4/16,Sotheby's Hong Kong
Teh-Chun Chu,NO. 156,0,29030,1,23220,36120,Signed and Titled,37.50cm x 53.00cm,,,1963,Works on Paper,Watercolor / Paper,5017,4/4/16,Sotheby's Hong Kong
George Chann,BRONZE AND STONE VARIATION - V,0,96750,1,77400,103200,Signed,118.00cm x 120.00cm,,,1980s,Mixed Media,Mixed Media and oil / Canvas,5018,4/4/16,Sotheby's Hong Kong
George Chann,"CALLIGRAPHY TRANSFORMATION SERIES Estimate 900,000 — 1,500,000 HKD",0,,0,116100,193500,Signed,134.00cm x 164.00cm,,,1980s,Mixed Media,Oil and collage / Canvas,5019,4/4/16,Sotheby's Hong Kong
Lalan,UNTITLED,0,24190,1,19350,32250,Signed and Dated,65.00cm x 80.50cm,,,1973,Paintings,Oil / Canvas,5020,4/4/16,Sotheby's Hong Kong
